nomor_kontrak,nama_vendor,jenis_pengadaan,durasi_kontrak,tanggal_mulai,tanggal_berakhir,nilai_kontrak,jenis_encoded,Prioritas,Prioritas_encoded,Prioritas_Prediksi,Prioritas_Prediksi_encoded
KTRK-101347,PT Komputasi Utama Solusindo,Pembelian,534,2023-12-08 0:00:00,2025-05-25 0:00:00,366083768,1,Rendah,0,Rendah,0
KTRK-101348,PT Teknologi Nusantara Systems,Maintenance,996,2024-03-16 0:00:00,2026-12-07 0:00:00,152658180,0,Sedang,1,Sedang,1
KTRK-101349,PT Mitra Satu Group,Pengembangan,901,2023-05-24 0:00:00,2025-11-10 0:00:00,476997682,2,Rendah,0,Rendah,0
KTRK-101350,PT Solusi Digital Group,Pembelian,846,2024-05-02 0:00:00,2026-08-26 0:00:00,489331014,1,Rendah,0,Rendah,0
KTRK-101351,PT Komputasi Utama Tbk,Maintenance,447,2023-07-19 0:00:00,2024-10-08 0:00:00,488829628,0,Sedang,1,Rendah,0
KTRK-101352,PT Digikarya Systems,Maintenance,830,2023-12-05 0:00:00,2026-03-14 0:00:00,467664623,0,Sedang,1,Sedang,1
KTRK-101353,PT Sibernetika Internasional,Pengembangan,964,2024-03-29 0:00:00,2026-11-18 0:00:00,465612950,2,Rendah,0,Rendah,0
KTRK-101354,PT Inovasi Digital Internasional,Pengembangan,995,2023-04-18 0:00:00,2026-01-07 0:00:00,434429378,2,Rendah,0,Rendah,0
KTRK-101355,PT Aksara Teknologi Internasional,Maintenance,225,2023-08-31 0:00:00,2024-04-12 0:00:00,240057735,0,Sedang,1,Rendah,0
KTRK-101356,PT Inovasi Digital Group,Maintenance,945,2024-08-01 0:00:00,2027-03-04 0:00:00,130898794,0,Sedang,1,Sedang,1
KTRK-101357,PT Aksara Teknologi Corp,Maintenance,661,2024-04-17 0:00:00,2026-02-07 0:00:00,287763463,0,Sedang,1,Sedang,1
KTRK-101358,PT Mitra Satu Systems,Pengembangan,1047,2024-05-04 0:00:00,2027-03-17 0:00:00,428405870,2,Rendah,0,Rendah,0
KTRK-101359,PT Digikarya Group,Pengembangan,857,2023-05-07 0:00:00,2025-09-10 0:00:00,293553619,2,Rendah,0,Rendah,0
KTRK-101360,PT Sibernetika Internasional,Pengembangan,846,2024-04-05 0:00:00,2026-07-30 0:00:00,395816359,2,Rendah,0,Rendah,0
KTRK-101361,PT BitData Solusindo,Maintenance,879,2023-05-02 0:00:00,2025-09-27 0:00:00,169185677,0,Sedang,1,Rendah,0
KTRK-101362,PT Inovasi Digital Group,Pengembangan,444,2024-12-27 0:00:00,2026-03-16 0:00:00,237237055,2,Rendah,0,Rendah,0
KTRK-101363,PT Mitra Satu Corp,Pengembangan,913,2023-07-11 0:00:00,2026-01-09 0:00:00,140785360,2,Rendah,0,Rendah,0
KTRK-101364,PT NetSol Group,Maintenance,784,2023-10-19 0:00:00,2025-12-11 0:00:00,435542408,0,Sedang,1,Sedang,1
KTRK-101365,PT Cakrawala Teknologi Tbk,Pengembangan,1077,2023-12-11 0:00:00,2026-11-22 0:00:00,168880827,2,Rendah,0,Rendah,0
KTRK-101366,PT Mitra Satu Corp,Maintenance,270,2023-03-30 0:00:00,2023-12-25 0:00:00,193478170,0,Sedang,1,Rendah,0
KTRK-101367,PT Inovasi Digital Systems,Pengembangan,959,2024-08-02 0:00:00,2027-03-19 0:00:00,131768890,2,Rendah,0,Rendah,0
KTRK-101368,PT Mitra Satu Group,Pembelian,927,2024-09-23 0:00:00,2027-04-08 0:00:00,340529833,1,Rendah,0,Rendah,0
KTRK-101369,PT Solusi Digital Corp,Pengembangan,224,2024-11-07 0:00:00,2025-06-19 0:00:00,308650465,2,Rendah,0,Rendah,0
KTRK-101370,PT Indoinovasi Systems,Pembelian,489,2023-10-10 0:00:00,2025-02-10 0:00:00,352429190,1,Rendah,0,Rendah,0
KTRK-101371,PT NetSol Tbk,Pembelian,529,2023-07-14 0:00:00,2024-12-24 0:00:00,329873217,1,Rendah,0,Rendah,0
KTRK-101372,PT Inovasi Digital Systems,Pengembangan,756,2023-10-17 0:00:00,2025-11-11 0:00:00,447103921,2,Rendah,0,Rendah,0
KTRK-101373,PT NetSol Corp,Pengembangan,350,2023-09-28 0:00:00,2024-09-12 0:00:00,341151881,2,Rendah,0,Rendah,0
KTRK-101374,PT NetSol Systems,Maintenance,1013,2024-08-18 0:00:00,2027-05-28 0:00:00,140666832,0,Sedang,1,Sedang,1
KTRK-101375,PT NetSol Solusindo,Maintenance,623,2024-05-12 0:00:00,2026-01-25 0:00:00,154022954,0,Sedang,1,Sedang,1
KTRK-101376,PT Cakrawala Teknologi Group,Maintenance,771,2023-12-22 0:00:00,2026-01-31 0:00:00,147480937,0,Sedang,1,Sedang,1
KTRK-101377,PT Cakrawala Teknologi Internasional,Pengembangan,817,2024-02-16 0:00:00,2026-05-13 0:00:00,225972906,2,Rendah,0,Rendah,0
KTRK-101378,PT BitData Group,Pembelian,821,2024-08-04 0:00:00,2026-11-03 0:00:00,247443710,1,Rendah,0,Rendah,0
KTRK-101379,PT Solusi Digital Systems,Pengembangan,423,2024-05-29 0:00:00,2025-07-26 0:00:00,263317364,2,Rendah,0,Rendah,0
KTRK-101380,PT Sibernetika Systems,Maintenance,478,2023-05-01 0:00:00,2024-08-21 0:00:00,475121880,0,Sedang,1,Rendah,0
KTRK-101381,PT Inovasi Digital Solusindo,Maintenance,957,2024-08-29 0:00:00,2027-04-13 0:00:00,390421258,0,Sedang,1,Sedang,1
KTRK-101382,PT Sibernetika Tbk,Pembelian,843,2024-11-19 0:00:00,2027-03-12 0:00:00,492976709,1,Rendah,0,Rendah,0
KTRK-101383,PT NetSol Systems,Maintenance,1027,2023-08-05 0:00:00,2026-05-28 0:00:00,443466650,0,Sedang,1,Tinggi,2
KTRK-101384,PT Digikarya Internasional,Maintenance,472,2024-01-19 0:00:00,2025-05-05 0:00:00,380909632,0,Sedang,1,Sedang,1
KTRK-101385,PT Sibernetika Tbk,Maintenance,530,2024-01-28 0:00:00,2025-07-11 0:00:00,407038534,0,Sedang,1,Rendah,0
KTRK-101386,PT Mitra Satu Tbk,Pengembangan,1094,2023-08-12 0:00:00,2026-08-10 0:00:00,423110455,2,Rendah,0,Rendah,0
KTRK-101387,PT NetSol Internasional,Pembelian,884,2024-12-31 0:00:00,2027-06-03 0:00:00,421568503,1,Rendah,0,Rendah,0
KTRK-101388,PT Solusi Digital Tbk,Maintenance,867,2023-04-04 0:00:00,2025-08-18 0:00:00,234102197,0,Sedang,1,Sedang,1
KTRK-101389,PT BitData Corp,Maintenance,689,2023-10-01 0:00:00,2025-08-20 0:00:00,261678012,0,Sedang,1,Sedang,1
KTRK-101390,PT Solusi Digital Tbk,Pembelian,859,2024-09-13 0:00:00,2027-01-20 0:00:00,125327011,1,Rendah,0,Rendah,0
KTRK-101391,PT Sibernetika Corp,Pembelian,789,2023-02-01 0:00:00,2025-03-31 0:00:00,319077898,1,Rendah,0,Rendah,0
KTRK-101392,PT Digikarya Tbk,Pengembangan,891,2023-02-10 0:00:00,2025-07-20 0:00:00,169506662,2,Rendah,0,Rendah,0
KTRK-101393,PT Inovasi Digital Tbk,Pengembangan,281,2023-08-09 0:00:00,2024-05-16 0:00:00,227805410,2,Rendah,0,Rendah,0
KTRK-101394,PT NetSol Corp,Pembelian,818,2023-11-09 0:00:00,2026-02-04 0:00:00,359382236,1,Rendah,0,Rendah,0
KTRK-101395,PT Mitra Satu Corp,Pembelian,830,2023-02-19 0:00:00,2025-05-29 0:00:00,498771273,1,Rendah,0,Rendah,0
KTRK-101396,PT Sibernetika Systems,Maintenance,258,2024-05-28 0:00:00,2025-02-10 0:00:00,212888806,0,Sedang,1,Rendah,0
KTRK-101397,PT NetSol Tbk,Pembelian,830,2024-11-13 0:00:00,2027-02-21 0:00:00,429474160,1,Rendah,0,Rendah,0
KTRK-101398,PT Koneksi Global Corp,Pembelian,318,2023-12-31 0:00:00,2024-11-13 0:00:00,485323528,1,Rendah,0,Rendah,0
KTRK-101399,PT Aksara Teknologi Systems,Pembelian,648,2023-10-14 0:00:00,2025-07-23 0:00:00,162884051,1,Rendah,0,Rendah,0
KTRK-101400,PT Aksara Teknologi Internasional,Maintenance,1060,2024-08-27 0:00:00,2027-07-23 0:00:00,308572321,0,Sedang,1,Sedang,1
KTRK-101401,PT Aksara Teknologi Group,Maintenance,1022,2024-03-31 0:00:00,2027-01-17 0:00:00,471009746,0,Sedang,1,Tinggi,2
KTRK-101402,PT Koneksi Global Solusindo,Pembelian,983,2023-06-11 0:00:00,2026-02-18 0:00:00,143159118,1,Rendah,0,Rendah,0
KTRK-101403,PT Inovasi Digital Internasional,Maintenance,1064,2024-05-10 0:00:00,2027-04-09 0:00:00,249308457,0,Sedang,1,Sedang,1
KTRK-101404,PT Aksara Teknologi Systems,Pengembangan,578,2024-08-22 0:00:00,2026-03-23 0:00:00,174556883,2,Rendah,0,Rendah,0
KTRK-101405,PT Digikarya Group,Pembelian,738,2023-04-26 0:00:00,2025-05-03 0:00:00,339029783,1,Rendah,0,Rendah,0
KTRK-101406,PT Solusi Digital Tbk,Pembelian,905,2023-04-01 0:00:00,2025-09-22 0:00:00,197327268,1,Rendah,0,Rendah,0
KTRK-101407,PT Solusi Digital Solusindo,Pembelian,440,2023-04-01 0:00:00,2024-06-14 0:00:00,369979365,1,Rendah,0,Rendah,0
KTRK-101408,PT Koneksi Global Internasional,Pembelian,422,2024-05-23 0:00:00,2025-07-19 0:00:00,272726343,1,Rendah,0,Sedang,1
KTRK-101409,PT Solusi Digital Tbk,Maintenance,625,2023-11-25 0:00:00,2025-08-11 0:00:00,130619751,0,Sedang,1,Sedang,1
KTRK-101410,PT Digikarya Corp,Maintenance,1028,2024-06-22 0:00:00,2027-04-16 0:00:00,315640174,0,Sedang,1,Sedang,1
KTRK-101411,PT BitData Systems,Pengembangan,851,2023-01-22 0:00:00,2025-05-22 0:00:00,309797784,2,Rendah,0,Rendah,0
KTRK-101412,PT Digikarya Corp,Pengembangan,665,2023-07-08 0:00:00,2025-05-03 0:00:00,351803568,2,Rendah,0,Rendah,0
KTRK-101413,PT Komputasi Utama Tbk,Pembelian,636,2023-08-19 0:00:00,2025-05-16 0:00:00,127799486,1,Rendah,0,Rendah,0
KTRK-101414,PT Teknologi Nusantara Solusindo,Pembelian,998,2024-10-23 0:00:00,2027-07-18 0:00:00,159373489,1,Rendah,0,Rendah,0
KTRK-101415,PT Mitra Satu Corp,Maintenance,530,2024-10-17 0:00:00,2026-03-31 0:00:00,159928836,0,Sedang,1,Sedang,1
KTRK-101416,PT Aksara Teknologi Systems,Pembelian,989,2024-10-18 0:00:00,2027-07-04 0:00:00,251097993,1,Rendah,0,Rendah,0
KTRK-101417,PT Teknologi Nusantara Group,Pengembangan,909,2024-08-26 0:00:00,2027-02-21 0:00:00,485414381,2,Rendah,0,Rendah,0
KTRK-101418,PT Solusi Digital Internasional,Maintenance,198,2023-08-15 0:00:00,2024-02-29 0:00:00,350639882,0,Sedang,1,Rendah,0
KTRK-101419,PT Komputasi Utama Corp,Maintenance,1021,2024-07-05 0:00:00,2027-04-22 0:00:00,378288679,0,Sedang,1,Sedang,1
KTRK-101420,PT BitData Systems,Pembelian,830,2024-06-04 0:00:00,2026-09-12 0:00:00,280895315,1,Rendah,0,Rendah,0
KTRK-101421,PT Solusi Digital Tbk,Pengembangan,445,2023-05-30 0:00:00,2024-08-17 0:00:00,294117614,2,Rendah,0,Rendah,0
KTRK-101422,PT BitData Tbk,Pengembangan,370,2023-04-10 0:00:00,2024-04-14 0:00:00,109018732,2,Rendah,0,Rendah,0
KTRK-101423,PT Cakrawala Teknologi Group,Pengembangan,843,2023-04-09 0:00:00,2025-07-30 0:00:00,307601923,2,Rendah,0,Rendah,0
KTRK-101424,PT Inovasi Digital Internasional,Pengembangan,721,2024-10-02 0:00:00,2026-09-23 0:00:00,225095838,2,Rendah,0,Rendah,0
KTRK-101425,PT Cakrawala Teknologi Systems,Maintenance,564,2023-07-07 0:00:00,2025-01-21 0:00:00,169366633,0,Sedang,1,Sedang,1
KTRK-101426,PT Mitra Satu Corp,Pembelian,636,2024-03-06 0:00:00,2025-12-02 0:00:00,340686413,1,Rendah,0,Rendah,0
KTRK-101427,PT Inovasi Digital Systems,Pembelian,646,2024-09-01 0:00:00,2026-06-09 0:00:00,407477565,1,Rendah,0,Rendah,0
KTRK-101428,PT Koneksi Global Group,Pengembangan,253,2023-06-17 0:00:00,2024-02-25 0:00:00,296941139,2,Rendah,0,Rendah,0
KTRK-101429,PT Solusi Digital Internasional,Pengembangan,1047,2024-11-06 0:00:00,2027-09-19 0:00:00,445224181,2,Rendah,0,Rendah,0
KTRK-101430,PT Teknologi Nusantara Group,Pengembangan,359,2024-10-13 0:00:00,2025-10-07 0:00:00,486833811,2,Rendah,0,Rendah,0
KTRK-101431,PT Teknologi Nusantara Systems,Pengembangan,419,2023-10-28 0:00:00,2024-12-20 0:00:00,463605798,2,Rendah,0,Rendah,0
KTRK-101432,PT NetSol Group,Pengembangan,865,2023-04-19 0:00:00,2025-08-31 0:00:00,220931352,2,Rendah,0,Rendah,0
KTRK-101433,PT Solusi Digital Tbk,Maintenance,1085,2023-01-25 0:00:00,2026-01-14 0:00:00,296129298,0,Sedang,1,Sedang,1
KTRK-101434,PT Inovasi Digital Internasional,Pembelian,1070,2023-07-11 0:00:00,2026-06-15 0:00:00,132282974,1,Rendah,0,Rendah,0
KTRK-101435,PT Solusi Digital Tbk,Pembelian,805,2023-10-12 0:00:00,2025-12-25 0:00:00,223600047,1,Rendah,0,Rendah,0
KTRK-101436,PT Indoinovasi Tbk,Pembelian,769,2024-01-03 0:00:00,2026-02-10 0:00:00,147972523,1,Rendah,0,Rendah,0
KTRK-101437,PT Sibernetika Systems,Pengembangan,204,2024-07-08 0:00:00,2025-01-28 0:00:00,147457693,2,Rendah,0,Rendah,0
KTRK-101438,PT Sibernetika Internasional,Pembelian,295,2024-04-24 0:00:00,2025-02-13 0:00:00,416537515,1,Rendah,0,Rendah,0
KTRK-101439,PT BitData Solusindo,Pengembangan,273,2024-02-07 0:00:00,2024-11-06 0:00:00,283294213,2,Rendah,0,Rendah,0
KTRK-101440,PT Teknologi Nusantara Internasional,Pembelian,664,2023-07-17 0:00:00,2025-05-11 0:00:00,465438753,1,Rendah,0,Rendah,0
KTRK-101441,PT Komputasi Utama Systems,Pembelian,820,2024-07-09 0:00:00,2026-10-07 0:00:00,362922231,1,Rendah,0,Rendah,0
KTRK-101442,PT Digikarya Solusindo,Maintenance,995,2023-01-08 0:00:00,2025-09-29 0:00:00,400098888,0,Sedang,1,Sedang,1
KTRK-101443,PT Koneksi Global Systems,Pengembangan,972,2023-06-09 0:00:00,2026-02-05 0:00:00,383148800,2,Rendah,0,Rendah,0
KTRK-101444,PT Solusi Digital Solusindo,Maintenance,329,2024-06-19 0:00:00,2025-05-14 0:00:00,219948404,0,Sedang,1,Rendah,0
KTRK-101445,PT Cakrawala Teknologi Corp,Pengembangan,776,2023-11-19 0:00:00,2026-01-03 0:00:00,199623070,2,Rendah,0,Rendah,0
KTRK-101446,PT Cakrawala Teknologi Corp,Pengembangan,868,2024-12-18 0:00:00,2027-05-05 0:00:00,103391182,2,Rendah,0,Rendah,0
KTRK-101447,PT Digikarya Systems,Pengembangan,587,2024-09-12 0:00:00,2026-04-22 0:00:00,350979125,2,Rendah,0,Rendah,0
KTRK-101448,PT Cakrawala Teknologi Group,Maintenance,753,2024-06-19 0:00:00,2026-07-12 0:00:00,120104159,0,Sedang,1,Sedang,1
KTRK-101449,PT Solusi Digital Group,Maintenance,807,2024-11-23 0:00:00,2027-02-08 0:00:00,166016859,0,Sedang,1,Sedang,1
KTRK-101450,PT Cakrawala Teknologi Systems,Maintenance,620,2024-07-25 0:00:00,2026-04-06 0:00:00,308797832,0,Sedang,1,Sedang,1
KTRK-101451,PT Koneksi Global Tbk,Pengembangan,904,2024-08-11 0:00:00,2027-02-01 0:00:00,496503263,2,Rendah,0,Rendah,0
KTRK-101452,PT Sibernetika Internasional,Pengembangan,593,2024-06-09 0:00:00,2026-01-23 0:00:00,130917295,2,Rendah,0,Rendah,0
KTRK-101453,PT Indoinovasi Tbk,Maintenance,332,2023-02-06 0:00:00,2024-01-04 0:00:00,227057230,0,Sedang,1,Rendah,0
KTRK-101454,PT Indoinovasi Internasional,Pengembangan,688,2023-03-24 0:00:00,2025-02-09 0:00:00,168012724,2,Rendah,0,Rendah,0
KTRK-101455,PT BitData Internasional,Pembelian,597,2024-06-07 0:00:00,2026-01-25 0:00:00,474180530,1,Rendah,0,Rendah,0
KTRK-101456,PT Teknologi Nusantara Corp,Pengembangan,613,2023-07-16 0:00:00,2025-03-20 0:00:00,161282964,2,Rendah,0,Rendah,0
KTRK-101457,PT Solusi Digital Group,Maintenance,822,2023-06-21 0:00:00,2025-09-20 0:00:00,270093773,0,Sedang,1,Sedang,1
KTRK-101458,PT Komputasi Utama Tbk,Maintenance,395,2024-06-15 0:00:00,2025-07-15 0:00:00,232126158,0,Sedang,1,Sedang,1
KTRK-101459,PT Indoinovasi Solusindo,Pembelian,291,2024-04-13 0:00:00,2025-01-29 0:00:00,216695416,1,Rendah,0,Rendah,0
KTRK-101460,PT BitData Solusindo,Pembelian,239,2024-10-06 0:00:00,2025-06-02 0:00:00,321854551,1,Rendah,0,Rendah,0
KTRK-101461,PT Koneksi Global Systems,Pembelian,889,2024-10-18 0:00:00,2027-03-26 0:00:00,158247687,1,Rendah,0,Rendah,0
KTRK-101462,PT Solusi Digital Internasional,Pengembangan,676,2023-04-01 0:00:00,2025-02-05 0:00:00,358235222,2,Rendah,0,Rendah,0
KTRK-101463,PT Sibernetika Internasional,Maintenance,314,2023-10-21 0:00:00,2024-08-30 0:00:00,379642779,0,Sedang,1,Rendah,0
KTRK-101464,PT Aksara Teknologi Tbk,Pembelian,814,2024-01-21 0:00:00,2026-04-14 0:00:00,358473709,1,Rendah,0,Rendah,0
KTRK-101465,PT Teknologi Nusantara Internasional,Pembelian,643,2023-06-09 0:00:00,2025-03-13 0:00:00,216543668,1,Rendah,0,Rendah,0
KTRK-101466,PT Digikarya Corp,Pembelian,670,2023-01-22 0:00:00,2024-11-22 0:00:00,115177001,1,Rendah,0,Rendah,0
KTRK-101467,PT Solusi Digital Internasional,Maintenance,540,2024-02-01 0:00:00,2025-07-25 0:00:00,348787223,0,Sedang,1,Sedang,1
KTRK-101468,PT Cakrawala Teknologi Tbk,Maintenance,473,2024-05-04 0:00:00,2025-08-20 0:00:00,234776472,0,Sedang,1,Sedang,1
KTRK-101469,PT Aksara Teknologi Tbk,Pembelian,458,2023-08-28 0:00:00,2024-11-28 0:00:00,143359886,1,Rendah,0,Rendah,0
KTRK-101470,PT Digikarya Solusindo,Pengembangan,894,2024-03-19 0:00:00,2026-08-30 0:00:00,469094045,2,Rendah,0,Rendah,0
KTRK-101471,PT Komputasi Utama Tbk,Pembelian,857,2023-07-21 0:00:00,2025-11-24 0:00:00,183051673,1,Rendah,0,Rendah,0
KTRK-101472,PT Aksara Teknologi Solusindo,Pengembangan,884,2023-08-21 0:00:00,2026-01-21 0:00:00,386641706,2,Rendah,0,Rendah,0
KTRK-101473,PT Sibernetika Corp,Pengembangan,423,2023-05-31 0:00:00,2024-07-27 0:00:00,188043987,2,Rendah,0,Rendah,0
KTRK-101474,PT Mitra Satu Solusindo,Pengembangan,371,2023-01-23 0:00:00,2024-01-29 0:00:00,287975133,2,Rendah,0,Rendah,0
KTRK-101475,PT BitData Internasional,Pengembangan,871,2024-01-31 0:00:00,2026-06-20 0:00:00,131508551,2,Rendah,0,Rendah,0
KTRK-101476,PT Cakrawala Teknologi Group,Pembelian,829,2023-05-02 0:00:00,2025-08-08 0:00:00,274103003,1,Rendah,0,Rendah,0
KTRK-101477,PT NetSol Internasional,Pengembangan,766,2024-09-26 0:00:00,2026-11-01 0:00:00,234609355,2,Rendah,0,Rendah,0
KTRK-101478,PT Digikarya Systems,Pengembangan,354,2024-05-07 0:00:00,2025-04-26 0:00:00,389376968,2,Rendah,0,Rendah,0
KTRK-101479,PT Teknologi Nusantara Solusindo,Maintenance,285,2024-05-22 0:00:00,2025-03-03 0:00:00,225531177,0,Sedang,1,Rendah,0
KTRK-101480,PT Cakrawala Teknologi Internasional,Pengembangan,792,2024-12-17 0:00:00,2027-02-17 0:00:00,361175837,2,Rendah,0,Rendah,0
KTRK-101481,PT Indoinovasi Corp,Maintenance,249,2024-08-23 0:00:00,2025-04-29 0:00:00,212159637,0,Sedang,1,Rendah,0
KTRK-101482,PT Koneksi Global Group,Maintenance,373,2023-10-07 0:00:00,2024-10-14 0:00:00,198374225,0,Sedang,1,Rendah,0
KTRK-101483,PT Komputasi Utama Tbk,Maintenance,767,2024-01-07 0:00:00,2026-02-12 0:00:00,333500675,0,Sedang,1,Sedang,1
KTRK-101484,PT Mitra Satu Solusindo,Maintenance,635,2024-05-30 0:00:00,2026-02-24 0:00:00,189231541,0,Sedang,1,Sedang,1
KTRK-101485,PT Sibernetika Corp,Maintenance,465,2024-05-17 0:00:00,2025-08-25 0:00:00,329964218,0,Sedang,1,Sedang,1
KTRK-101486,PT BitData Solusindo,Pembelian,797,2023-09-30 0:00:00,2025-12-05 0:00:00,409336001,1,Rendah,0,Rendah,0
KTRK-101487,PT Teknologi Nusantara Systems,Pengembangan,238,2024-01-26 0:00:00,2024-09-20 0:00:00,107057094,2,Rendah,0,Rendah,0
KTRK-101488,PT Digikarya Tbk,Pembelian,223,2023-11-11 0:00:00,2024-06-21 0:00:00,478217080,1,Rendah,0,Rendah,0
KTRK-101489,PT Sibernetika Corp,Pengembangan,902,2023-08-01 0:00:00,2026-01-19 0:00:00,181817969,2,Rendah,0,Rendah,0
KTRK-101490,PT Solusi Digital Corp,Pembelian,955,2024-12-29 0:00:00,2027-08-11 0:00:00,459033852,1,Rendah,0,Rendah,0
KTRK-101491,PT Solusi Digital Solusindo,Pengembangan,316,2024-02-03 0:00:00,2024-12-15 0:00:00,250399880,2,Rendah,0,Rendah,0
KTRK-101492,PT Digikarya Group,Pembelian,566,2024-09-21 0:00:00,2026-04-10 0:00:00,428271600,1,Rendah,0,Rendah,0
KTRK-101493,PT Teknologi Nusantara Internasional,Pengembangan,214,2023-01-20 0:00:00,2023-08-22 0:00:00,286431351,2,Rendah,0,Rendah,0
KTRK-101494,PT Mitra Satu Corp,Pengembangan,678,2023-02-26 0:00:00,2025-01-04 0:00:00,155523547,2,Rendah,0,Rendah,0
KTRK-101495,PT Sibernetika Tbk,Pengembangan,589,2024-06-10 0:00:00,2026-01-20 0:00:00,301091065,2,Rendah,0,Rendah,0
KTRK-101496,PT BitData Systems,Maintenance,282,2023-05-25 0:00:00,2024-03-02 0:00:00,103848048,0,Sedang,1,Rendah,0
KTRK-101497,PT NetSol Corp,Pengembangan,1084,2024-07-21 0:00:00,2027-07-10 0:00:00,424532762,2,Rendah,0,Rendah,0
KTRK-101498,PT Indoinovasi Internasional,Pembelian,511,2023-09-21 0:00:00,2025-02-13 0:00:00,178845079,1,Rendah,0,Rendah,0
KTRK-101499,PT BitData Internasional,Maintenance,294,2024-10-03 0:00:00,2025-07-24 0:00:00,325974969,0,Sedang,1,Rendah,0
KTRK-101500,PT Digikarya Solusindo,Maintenance,888,2023-06-17 0:00:00,2025-11-21 0:00:00,327474818,0,Sedang,1,Sedang,1
KTRK-101501,PT Mitra Satu Solusindo,Pengembangan,911,2024-03-01 0:00:00,2026-08-29 0:00:00,494122756,2,Rendah,0,Rendah,0
KTRK-101502,PT Indoinovasi Corp,Pembelian,422,2024-01-02 0:00:00,2025-02-27 0:00:00,490353715,1,Rendah,0,Rendah,0
KTRK-101503,PT Teknologi Nusantara Group,Pembelian,798,2024-06-30 0:00:00,2026-09-06 0:00:00,121934823,1,Rendah,0,Rendah,0
KTRK-101504,PT Inovasi Digital Group,Pengembangan,1083,2024-04-07 0:00:00,2027-03-26 0:00:00,288757169,2,Rendah,0,Rendah,0
KTRK-101505,PT Mitra Satu Systems,Maintenance,1065,2024-05-25 0:00:00,2027-04-25 0:00:00,373768000,0,Sedang,1,Sedang,1
KTRK-101506,PT Digikarya Tbk,Pembelian,204,2024-10-29 0:00:00,2025-05-21 0:00:00,328771080,1,Rendah,0,Rendah,0
KTRK-101507,PT BitData Corp,Pembelian,284,2023-03-02 0:00:00,2023-12-11 0:00:00,344883314,1,Rendah,0,Rendah,0
KTRK-101508,PT Sibernetika Solusindo,Pembelian,1066,2024-03-06 0:00:00,2027-02-05 0:00:00,244836798,1,Rendah,0,Rendah,0
KTRK-101509,PT Inovasi Digital Systems,Maintenance,396,2024-11-23 0:00:00,2025-12-24 0:00:00,461924623,0,Sedang,1,Rendah,0
KTRK-101510,PT Aksara Teknologi Solusindo,Pembelian,286,2023-11-25 0:00:00,2024-09-06 0:00:00,471657541,1,Rendah,0,Rendah,0
KTRK-101511,PT Inovasi Digital Tbk,Maintenance,547,2023-11-07 0:00:00,2025-05-07 0:00:00,347288763,0,Sedang,1,Sedang,1
KTRK-101512,PT NetSol Solusindo,Pengembangan,350,2023-06-19 0:00:00,2024-06-03 0:00:00,276070134,2,Rendah,0,Rendah,0
KTRK-101513,PT Teknologi Nusantara Tbk,Pengembangan,969,2024-10-21 0:00:00,2027-06-17 0:00:00,298800898,2,Rendah,0,Rendah,0
KTRK-101514,PT NetSol Corp,Maintenance,944,2024-01-21 0:00:00,2026-08-22 0:00:00,311742867,0,Sedang,1,Sedang,1
KTRK-101515,PT Inovasi Digital Internasional,Pembelian,366,2024-08-01 0:00:00,2025-08-02 0:00:00,171531431,1,Rendah,0,Rendah,0
KTRK-101516,PT Teknologi Nusantara Systems,Pengembangan,649,2024-05-10 0:00:00,2026-02-18 0:00:00,105599590,2,Rendah,0,Rendah,0
KTRK-101517,PT NetSol Systems,Maintenance,809,2024-10-02 0:00:00,2026-12-20 0:00:00,427810572,0,Sedang,1,Sedang,1
KTRK-101518,PT Komputasi Utama Corp,Maintenance,190,2024-02-27 0:00:00,2024-09-04 0:00:00,388730523,0,Sedang,1,Rendah,0
KTRK-101519,PT Aksara Teknologi Solusindo,Pengembangan,398,2023-07-26 0:00:00,2024-08-27 0:00:00,173586677,2,Rendah,0,Rendah,0
KTRK-101520,PT Teknologi Nusantara Tbk,Pembelian,999,2024-05-06 0:00:00,2027-01-30 0:00:00,407557084,1,Rendah,0,Rendah,0
KTRK-101521,PT NetSol Corp,Pembelian,587,2024-04-13 0:00:00,2025-11-21 0:00:00,167159892,1,Rendah,0,Rendah,0
KTRK-101522,PT Sibernetika Tbk,Pengembangan,462,2023-08-29 0:00:00,2024-12-03 0:00:00,437794236,2,Rendah,0,Rendah,0
KTRK-101523,PT Teknologi Nusantara Solusindo,Maintenance,766,2023-03-07 0:00:00,2025-04-11 0:00:00,451264209,0,Sedang,1,Sedang,1
KTRK-101524,PT Komputasi Utama Tbk,Pembelian,549,2023-03-03 0:00:00,2024-09-02 0:00:00,420165004,1,Rendah,0,Rendah,0
KTRK-101525,PT Mitra Satu Solusindo,Pengembangan,1016,2024-12-01 0:00:00,2027-09-13 0:00:00,191565971,2,Rendah,0,Rendah,0
KTRK-101526,PT BitData Internasional,Pengembangan,526,2024-04-15 0:00:00,2025-09-23 0:00:00,455745492,2,Rendah,0,Rendah,0
KTRK-101527,PT Teknologi Nusantara Group,Pembelian,582,2024-04-11 0:00:00,2025-11-14 0:00:00,372493767,1,Rendah,0,Rendah,0
KTRK-101528,PT Sibernetika Systems,Pengembangan,503,2023-01-18 0:00:00,2024-06-04 0:00:00,346644991,2,Rendah,0,Rendah,0
